siteID,projectID,sampleID,trailerCountID,trailerID,vehiclePresent,trailerNum,notes,wisconsinPlates,heavyWind,heavyRain,heavyClouds,enteredBy,comments,metadataID,entryFile
AQ_boatLaunch,37,AQ_boatLaunch_20190617_2130_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_1900_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_19:00_CR_fishscapesCreel.Instantaneous.20190617_2,1,2,,1,0,0,0,AT,Arrived late after trying Rainbow Lake,fishscapesCreel.Instantaneous.20190617,fishScapes_AQ_2019-06-17.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190617_2130_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_1900_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_19:00_CR_fishscapesCreel.Instantaneous.20190617_3,1,3,,0,0,0,0,AT,Arrived late after trying Rainbow Lake,fishscapesCreel.Instantaneous.20190617,fishScapes_AQ_2019-06-17.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190617_2130_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_2000_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_20:00_CR_fishscapesCreel.Instantaneous.20190617_1,1,1,Light rain,1,0,0,0,AT,Arrived late after trying Rainbow Lake,fishscapesCreel.Instantaneous.20190617,fishScapes_AQ_2019-06-17.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190617_2130_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_2000_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_20:00_CR_fishscapesCreel.Instantaneous.20190617_2,1,2,Light rain,1,0,0,0,AT,Arrived late after trying Rainbow Lake,fishscapesCreel.Instantaneous.20190617,fishScapes_AQ_2019-06-17.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190617_2130_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_2000_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_20:00_CR_fishscapesCreel.Instantaneous.20190617_3,1,3,Light rain,0,0,0,0,AT,Arrived late after trying Rainbow Lake,fishscapesCreel.Instantaneous.20190617,fishScapes_AQ_2019-06-17.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190617_2130_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_2100_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_21:00_CR_fishscapesCreel.Instantaneous.20190617_1,1,1,Light rain,1,0,0,0,AT,Arrived late after trying Rainbow Lake,fishscapesCreel.Instantaneous.20190617,fishScapes_AQ_2019-06-17.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190617_2130_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_2100_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_21:00_CR_fishscapesCreel.Instantaneous.20190617_2,1,2,Light rain,1,0,0,0,AT,Arrived late after trying Rainbow Lake,fishscapesCreel.Instantaneous.20190617,fishScapes_AQ_2019-06-17.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190617_2130_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_2130_CR_fishscapesCreel.Instantaneous.20190617,AQ_boatLaunch_20190617_21:30_CR_fishscapesCreel.Instantaneous.20190617_1,0,1,Departure count; Light rain,,0,0,0,AT,Arrived late after trying Rainbow Lake,fishscapesCreel.Instantaneous.20190617,fishScapes_AQ_2019-06-17.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1342_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_13:42_CR_fishscapesCreel.Instantaneous.20190625_1,1,1,Arrival: Delayed- truck out of fuel. White Caps,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1342_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_13:42_CR_fishscapesCreel.Instantaneous.20190625_2,1,2,Arrival: Delayed- truck out of fuel. White Caps,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1342_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_13:42_CR_fishscapesCreel.Instantaneous.20190625_3,1,3,Arrival: Delayed- truck out of fuel. White Caps,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1342_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_13:42_CR_fishscapesCreel.Instantaneous.20190625_4,1,4,Arrival: Delayed- truck out of fuel. White Caps,0,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1342_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_13:42_CR_fishscapesCreel.Instantaneous.20190625_5,1,5,Arrival: Delayed- truck out of fuel. White Caps,0,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1342_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_13:42_CR_fishscapesCreel.Instantaneous.20190625_6,1,6,Arrival: Delayed- truck out of fuel. White Caps,0,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1400_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_14:00_CR_fishscapesCreel.Instantaneous.20190625_1,1,1,one additional truck without trailer or rack,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1400_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_14:00_CR_fishscapesCreel.Instantaneous.20190625_2,1,2,one additional truck without trailer or rack,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1400_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_14:00_CR_fishscapesCreel.Instantaneous.20190625_3,1,3,one additional truck without trailer or rack,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1400_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_14:00_CR_fishscapesCreel.Instantaneous.20190625_4,1,4,one additional truck without trailer or rack,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1400_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_14:00_CR_fishscapesCreel.Instantaneous.20190625_5,1,5,one additional truck without trailer or rack,0,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1400_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_14:00_CR_fishscapesCreel.Instantaneous.20190625_6,1,6,one additional truck without trailer or rack,0,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1400_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_14:00_CR_fishscapesCreel.Instantaneous.20190625_7,1,7,one additional truck without trailer or rack,0,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1509_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_15:09_CR_fishscapesCreel.Instantaneous.20190625_1,1,1,late to count due to interview,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1509_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_15:09_CR_fishscapesCreel.Instantaneous.20190625_2,1,2,late to count due to interview,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1509_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_15:09_CR_fishscapesCreel.Instantaneous.20190625_3,1,3,late to count due to interview,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1509_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_15:09_CR_fishscapesCreel.Instantaneous.20190625_4,1,4,late to count due to interview,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1509_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_15:09_CR_fishscapesCreel.Instantaneous.20190625_5,1,5,late to count due to interview,0,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1509_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_15:09_CR_fishscapesCreel.Instantaneous.20190625_6,1,6,late to count due to interview,0,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1629_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_16:29_CR_fishscapesCreel.Instantaneous.20190625_1,1,1,large clouds forming,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1629_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_16:29_CR_fishscapesCreel.Instantaneous.20190625_2,1,2,large clouds forming,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1629_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_16:29_CR_fishscapesCreel.Instantaneous.20190625_3,1,3,large clouds forming,0,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1700_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_17:00_CR_fishscapesCreel.Instantaneous.20190625_1,1,1,out of state vehicle being interviewed,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1700_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_17:00_CR_fishscapesCreel.Instantaneous.20190625_2,1,2,out of state vehicle being interviewed,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1700_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_17:00_CR_fishscapesCreel.Instantaneous.20190625_3,1,3,out of state vehicle being interviewed,0,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1800_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_18:00_CR_fishscapesCreel.Instantaneous.20190625_1,1,1,,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1800_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_18:00_CR_fishscapesCreel.Instantaneous.20190625_2,1,2,,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1800_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_18:00_CR_fishscapesCreel.Instantaneous.20190625_3,1,3,,1,1,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1900_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_19:00_CR_fishscapesCreel.Instantaneous.20190625_1,1,1,Thunderstorm in progress,1,1,1,1,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_1900_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_19:00_CR_fishscapesCreel.Instantaneous.20190625_2,1,2,Thunderstorm in progress,1,1,1,1,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_2000_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_20:00_CR_fishscapesCreel.Instantaneous.20190625_1,1,1,Storm passed,1,0,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_2000_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_20:00_CR_fishscapesCreel.Instantaneous.20190625_2,1,2,Storm passed,1,0,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
AQ_boatLaunch,37,AQ_boatLaunch_20190625_2130_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_2100_CR_fishscapesCreel.Instantaneous.20190625,AQ_boatLaunch_20190625_21:00_CR_fishscapesCreel.Instantaneous.20190625_1,1,1,,1,0,0,0,AMK ,Very windy. Swells forming on lake. Thunderstorm around 19:00 then weather calmer. ,fishscapesCreel.Instantaneous.20190625,fishScapes_AQ_2019-06-25.csv
